,Date,Actual_BTC,Predicted_BTC,Open_BTC,High_BTC,Low_BTC,Close_BTC,SMAVG (5)  on Close_BTC,SMAVG (10)  on Close_BTC,SMAVG (15)  on Close_BTC,Open_SPY,High_SPY,Low_SPY,Close_SPY,SMAVG (5)  on Close_SPY,SMAVG (10)  on Close_SPY,SMAVG (15)  on Close_SPY,Volume_SPY,SMAVG (5)_SPY,Unnamed: 0_SPY,Actual_SPY,Predicted_SPY
0,2025-01-01 00:00:00,-0.0048639459494858,-0.0010396714064438,95284.25,95437.53,94810.92,94819.27,95361.44,95103.27,94698.79,588.78,588.8,586.82,586.9,588.662,589.595,589.45,1592798.0,2713952.0,3136.0,-0.0031083858475023,-0.0003811781213169
1,2025-01-01 00:30:00,-0.0013847396209652,-0.0018555895979521,94819.27,94824.27,94497.53,94687.97,95154.9,95163.72,94756.23,586.88,587.84,586.54,587.06,588.422,589.242,589.45,1192807.0,1740555.0,3137.0,0.0002726188447775,0.0009738730475756
2,2025-01-01 01:00:00,-0.0034763655826605,-0.0002400577199066,94686.97,94864.25,94343.75,94358.8,94916.59,95134.91,94788.68,587.04,587.4,585.74,585.86,587.632,588.716,589.312,1309514.0,1446326.0,3138.0,-0.0020440840799917,-9.835636265127756e-05
3,2025-01-01 01:30:00,-0.0042085104939867,-0.0007774347909836,94358.8,94379.84,93090.16,93961.69,94622.09,95089.8,94796.01,585.86,587.31,584.9,587.205,587.151,588.405,589.172,2380319.0,1515197.0,3139.0,0.0022957703205544,0.0003942143316155
4,2025-01-01 02:00:00,-0.0013365021425221,-0.0001655479544699,93961.44,94237.84,93664.06,93836.11,94332.77,94910.44,94786.52,587.12,587.68,584.79,584.96,586.397,587.81,588.806,1876895.0,1670467.0,3140.0,-0.0038231963283691,-0.0002938877218143
5,2025-01-01 02:30:00,-0.0008927266912492,0.0003407982322499,93834.75,94083.06,93707.77,93752.34,94119.38,94740.41,94775.3,584.95,586.51,584.92,585.34,586.085,587.373,588.425,1430516.0,1638010.0,3141.0,0.0006496170678336,0.0006296520037308
6,2025-01-01 03:00:00,0.0007470746863492,-0.0009527467407032,93752.34,94157.02,93740.23,93822.38,93946.27,94550.58,94757.9,585.34,586.56,584.58,584.97,585.667,587.044,588.051,2664914.0,1932432.0,3142.0,-0.0006321112515802,-9.977453026253914e-05
7,2025-01-01 03:30:00,0.0019852406216938,-0.0014032047508351,93822.62,94025.69,93582.05,94008.64,93876.23,94396.41,94715.34,584.98,586.34,584.42,586.13,585.721,586.677,587.718,2431271.0,2156783.0,3143.0,0.0019830076756072,7.870830839122783e-05
8,2025-01-01 04:00:00,-0.0007848214802383,2.3286362488975692e-05,94009.38,94062.64,93731.97,93934.86,93870.87,94246.48,94683.48,586.1,587.3,585.17,587.25,585.73,586.44,587.513,2962622.0,2273244.0,3144.0,0.0019108388923958,-0.0008236225373461
9,2025-01-01 04:30:00,-0.0056770191598731,8.107444528005086e-05,93934.86,93943.44,93288.8,93401.59,93783.96,94058.37,94534.95,587.24,587.5,584.97,586.08,585.954,586.176,587.191,12964280.0,4490721.0,3145.0,-0.0019923371647508,-8.36688759492123e-05
10,2025-01-01 05:00:00,0.0003018149905157,0.000275361778558,93400.59,93563.88,93320.78,93429.78,93719.45,93919.41,94400.09,,,,,,,,,,,,
11,2025-01-01 05:30:00,0.0033877849225375,-0.0004662303976307,93429.78,93778.09,93417.88,93746.3,93704.23,93825.25,94268.46,,,,,,,,,,,,
12,2025-01-01 06:00:00,-0.0019587973072004,-0.0003471152215806,93714.03,93728.2,93404.95,93562.67,93615.04,93745.63,94135.95,,,,,,,,,,,,
13,2025-01-01 06:30:00,-0.0025013181004774,0.000159203543571,93562.67,93728.72,93244.19,93328.64,93493.8,93682.33,93995.59,,,,,,,,,,,,
14,2025-01-01 07:00:00,0.0025226982842566,7.745335157086985e-05,93327.69,93595.88,93224.27,93564.08,93526.3,93655.12,93881.01,,,,,,,,,,,,
15,2025-01-01 07:30:00,-0.0020645743537477,0.0003416577607633,93564.08,93612.39,93282.73,93370.91,93514.52,93616.98,93784.45,,,,,,,,,,,,
16,2025-01-01 08:00:00,0.0021262510989771,0.0003584835603435,93370.89,93700.52,93282.47,93569.44,93479.15,93591.69,93709.88,,,,,,,,,,,,
17,2025-01-01 08:30:00,0.0069203150088319,-0.0002661747599149,93569.44,94276.16,93567.84,94216.97,93610.01,93612.52,93700.43,,,,,,,,,,,,
18,2025-01-01 09:00:00,-0.0058287801019285,0.0002912578609674,94216.97,94222.38,93666.36,93667.8,93677.84,93585.82,93680.84,,,,,,,,,,,,
19,2025-01-01 09:30:00,-0.0025400404407918,0.0021652069429808,93667.8,93798.77,93418.47,93429.88,93651.0,93588.65,93653.75,,,,,,,,,,,,
20,2025-01-01 10:00:00,0.0013986960060314,0.0001362032706247,93429.88,93622.5,93424.2,93560.56,93688.93,93601.73,93640.97,,,,,,,,,,,,
21,2025-01-01 10:30:00,0.0034261231441966,-0.0003134055309816,93560.56,93889.22,93554.12,93881.11,93751.27,93615.2,93644.88,,,,,,,,,,,,
22,2025-01-01 11:00:00,-0.0026694401035522,-0.0002191511899319,93881.11,93881.11,93583.7,93630.5,93633.97,93621.98,93619.67,,,,,,,,,,,,
23,2025-01-01 11:30:00,2.541906750476241e-05,0.0001728631709117,93630.5,93684.55,93537.58,93632.88,93626.98,93652.41,93599.54,,,,,,,,,,,,
24,2025-01-01 12:00:00,-0.0009118591674207,-0.0001671387936975,93632.88,93632.88,93489.0,93547.5,93650.51,93650.75,93609.27,,,,,,,,,,,,
25,2025-01-01 12:30:00,-0.0020482642507816,-0.0004559109797078,93547.5,93547.5,93336.08,93355.89,93609.58,93649.25,93604.34,,,,,,,,,,,,
26,2025-01-01 13:00:00,0.0033101285842811,8.770426179442368e-05,93355.89,93699.11,93343.06,93664.91,93566.34,93658.8,93598.91,,,,,,,,,,,,
27,2025-01-01 13:30:00,-0.0008131113348638,-0.0003077952035037,93664.91,93705.47,93583.28,93588.75,93557.98,93595.98,93600.66,,,,,,,,,,,,
28,2025-01-01 14:00:00,-0.0013882010391206,0.0003185363134396,93588.75,93594.11,93415.67,93458.83,93523.17,93575.08,93609.34,,,,,,,,,,,,
29,2025-01-01 14:30:00,0.0008672267778229,0.0008393555521772,93458.83,93549.75,93382.33,93539.88,93521.65,93586.08,93607.72,,,,,,,,,,,,
30,2025-01-01 15:00:00,0.0004015399634893,0.0001966926045241,93539.88,93609.22,93451.97,93577.44,93565.96,93587.77,93621.48,,,,,,,,,,,,
31,2025-01-01 15:30:00,-0.0008292597019111,-0.0001669717874144,93577.44,93598.59,93489.64,93499.84,93532.95,93549.64,93616.85,,,,,,,,,,,,
32,2025-01-01 16:00:00,-0.002827491469504,0.0004042721731216,93499.84,93554.83,93152.59,93235.47,93462.29,93510.14,93551.41,,,,,,,,,,,,
33,2025-01-01 16:30:00,0.0001805107004877,-0.0001040512253006,93235.47,93360.41,93157.42,93252.3,93420.98,93472.08,93523.71,,,,,,,,,,,,
34,2025-01-01 17:00:00,-0.0030946153606935,0.0004766307043078,93252.3,93307.09,92779.55,92963.72,93305.75,93413.7,93492.64,,,,,,,,,,,,
35,2025-01-01 17:30:00,0.0027767821683555,-0.0003750205151177,92963.72,93228.34,92826.16,93221.86,93234.64,93400.3,93470.05,,,,,,,,,,,,
36,2025-01-01 18:00:00,0.000251550441066,0.0002320315843093,93221.61,93349.05,93173.64,93245.31,93183.73,93358.34,93427.67,,,,,,,,,,,,
37,2025-01-01 18:30:00,-0.001285104848705,0.0001989777711166,93245.31,93315.41,93101.66,93125.48,93161.73,93312.02,93394.0,,,,,,,,,,,,
38,2025-01-01 19:00:00,0.0019134398018673,0.0001857696033859,93125.48,93303.8,93015.41,93303.67,93172.01,93296.5,93372.05,,,,,,,,,,,,
39,2025-01-01 19:30:00,-0.0003873373898368,0.0003616721997352,93303.8,93509.06,93217.7,93267.53,93232.77,93269.27,93353.39,,,,,,,,,,,,
40,2025-01-01 20:00:00,0.004521294817178,4.3590626210631175e-05,93267.53,93755.7,93227.95,93689.22,93326.24,93280.44,93375.62,,,,,,,,,,,,
41,2025-01-01 20:30:00,-0.0007151302999427,-0.0001533981768598,93688.83,93721.56,93515.06,93622.22,93401.62,93292.68,93372.77,,,,,,,,,,,,
42,2025-01-01 21:00:00,-0.0006808212836654,0.0013219964059249,93622.22,93713.22,93430.39,93558.48,93488.23,93324.98,93370.75,,,,,,,,,,,,
43,2025-01-01 21:30:00,0.0029038522216265,0.0005600832922943,93558.48,93854.45,93542.05,93830.16,93593.52,93382.77,93395.51,,,,,,,,,,,,
44,2025-01-01 22:00:00,-0.0011890633033132,0.0003070933391054,93830.16,94261.44,93712.02,93718.59,93683.73,93458.25,93407.42,,,,,,,,,,,,
45,2025-01-01 22:30:00,0.0027529223391004,0.0007170476292249,93718.59,94019.59,93515.91,93976.59,93741.21,93533.73,93434.03,,,,,,,,,,,,
